Institute Name,Academic Program,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"Indian Institute of
Technology Roorkee","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",2653,3590
"Indian Institute of
Technology Roorkee","Energy Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,3834,4818
"Indian Institute of
Technology Roorkee","Energy Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",11253,11253
"Indian Institute of
Technology Roorkee","Engineering Physics (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,2456,3951
"Indian Institute of
Technology Roorkee","Engineering Physics (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",6739,10019
"Indian Institute of
Technology Roorkee","Geological Technology
(5 Years, Integrated
Master of Technology)",AI,OPEN,Gender-Neutral,7985,9977
"Indian Institute of
Technology Roorkee","Geological Technology
(5 Years, Integrated
Master of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",15494,17322
"Indian Institute of
Technology Roorkee","Geophysical Technology
(5 Years, Integrated
Master of Technology)",AI,OPEN,Gender-Neutral,6436,9210
"Indian Institute of
Technology Roorkee","Geophysical Technology
(5 Years, Integrated
Master of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",16073,18299
"Indian Institute of
Technology Roorkee","Mathematics &
Computing (5 Years,
Bachelor of Science and
Master of Science (Dual
Degree))",AI,OPEN,Gender-Neutral,1089,1512
"Indian Institute of
Technology Roorkee","Mathematics &
Computing (5 Years,
Bachelor of Science and
Master of Science (Dual
Degree))",AI,OPEN,"Female-only
(including
Supernumerary)",4010,4814
"Indian Institute of
Technology Ropar","Artificial Intelligence and
Data Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,2254,2656
"Indian Institute of
Technology Ropar","Artificial Intelligence and
Data Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",7074,8412
"Indian Institute of
Technology Ropar","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,8597,10097
"Indian Institute of
Technology Ropar","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",14701,15740
"Indian Institute of
Technology Ropar","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,10126,11365
"Indian Institute of
Technology Ropar","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",17886,18966
"Indian Institute of
Technology Ropar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,1158,2379
"Indian Institute of
Technology Ropar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",3461,6044
"Indian Institute of
Technology Ropar","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,3406,5528
"Indian Institute of
Technology Ropar","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",6205,12038
"Indian Institute of
Technology Ropar","Engineering Physics (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,8158,9142
"Indian Institute of
Technology Ropar","Engineering Physics (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",16348,18747
"Indian Institute of
Technology (BHU)
Varanasi","Engineering Physics (5
Years, Bachelor and
Master of Technology
(Dual Degree))",AI,OPEN,Gender-Neutral,6196,7764
"Indian Institute of
Technology (BHU)
Varanasi","Engineering Physics (5
Years, Bachelor and
Master of Technology
(Dual Degree))",AI,OPEN,"Female-only
(including
Supernumerary)",16241,16996
"Indian Institute of
Technology (BHU)
Varanasi","Industrial Chemistry (5
Years, Bachelor and
Master of Technology
(Dual Degree))",AI,OPEN,Gender-Neutral,10813,12317
"Indian Institute of
Technology (BHU)
Varanasi","Industrial Chemistry (5
Years, Bachelor and
Master of Technology
(Dual Degree))",AI,OPEN,"Female-only
(including
Supernumerary)",21633,23182
"Indian Institute of
Technology (BHU)
Varanasi","Materials Science and
Technology (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",AI,OPEN,Gender-Neutral,8540,12524
"Indian Institute of
Technology (BHU)
Varanasi","Materials Science and
Technology (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",AI,OPEN,"Female-only
(including
Supernumerary)",19448,19700
"Indian Institute of
Technology (BHU)
Varanasi","Mathematics and
Computing (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",AI,OPEN,Gender-Neutral,1538,2154
"Indian Institute of
Technology (BHU)
Varanasi","Mathematics and
Computing (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",AI,OPEN,"Female-only
(including
Supernumerary)",4954,6186
"Indian Institute of
Technology (BHU)
Varanasi","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,4029,6596
"Indian Institute of
Technology (BHU)
Varanasi","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",11998,15157
"Indian Institute of
Technology (BHU)
Varanasi","Pharmaceutical
Engineering &
Technology (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",20701,22879
"Indian Institute of
Technology (BHU)
Varanasi","Pharmaceutical
Engineering &
Technology (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",AI,OPEN,Gender-Neutral,13669,14463
"Indian Institute of
Technology (BHU)
Varanasi","Pharmaceutical
Engineering &
Technology (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",AI,OPEN,"Female-only
(including
Supernumerary)",21830,24870
"Indian Institute of
Technology Guwahati","Biosciences and
Bioengineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,7410,9178
"Indian Institute of
Technology Guwahati","Biosciences and
Bioengineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",15505,17156
"Indian Institute of
Technology Guwahati","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,4618,5363
"Indian Institute of
Technology Guwahati","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",11635,12557
"Indian Institute of
Technology Guwahati","Chemical Science and
Technology (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,5443,6834
"Indian Institute of
Technology Guwahati","Chemical Science and
Technology (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",11731,14720
"Indian Institute of
Technology Guwahati","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,5869,7670
"Indian Institute of
Technology Guwahati","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",15033,16581
"Indian Institute of
Technology Guwahati","Mathematics and
Computing (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,722,1021
"Indian Institute of
Technology Guwahati","Mathematics and
Computing (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",2578,3350
"Indian Institute of
Technology Guwahati","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,3130,4523
"Indian Institute of
Technology Guwahati","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",7018,12046
"Indian Institute of
Technology Bhilai","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,3471,6516
"Indian Institute of
Technology Bhilai","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",10240,11544
"Indian Institute of
Technology Bhilai","Data Science and
Artificial Intelligence (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,6043,7570
"Indian Institute of
Technology Bhilai","Data Science and
Artificial Intelligence (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",12695,14348
"Indian Institute of
Technology Bhilai","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,7987,10709
"Indian Institute of
Technology Bhilai","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",16917,17772
"Indian Institute of
Technology Bhilai","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,8375,9472
"Indian Institute of
Technology Bhilai","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",15017,15657
"Indian Institute of
Technology Goa","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",19611,20054
"Indian Institute of
Technology Palakkad","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,12874,15812
"Indian Institute of
Technology Palakkad","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",19444,23384
"Indian Institute of
Technology Palakkad","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,4837,6199
"Indian Institute of
Technology Palakkad","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",8303,9127
"Indian Institute of
Technology Palakkad","Data Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,6267,8084
"Indian Institute of
Technology Palakkad","Data Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",12138,13283
"Indian Institute of
Technology Palakkad","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,8381,9625
"Indian Institute of
Technology Palakkad","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",12222,15014
"Indian Institute of
Technology Palakkad","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,10901,12540
"Indian Institute of
Technology Palakkad","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",15990,21578
"Indian Institute of
Technology Tirupati","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,12624,14341
"Indian Institute of
Technology Tirupati","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",16379,21110
"Indian Institute of
Technology Tirupati","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,11383,15429
"Indian Institute of
Technology Tirupati","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",21139,23179
"Indian Institute of
Technology Tirupati","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,1915,5024
"Indian Institute of
Technology Tirupati","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",5737,6324
"Indian Institute of
Technology Tirupati","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,6236,8816
"Indian Institute of
Technology Tirupati","Electrical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",7711,12402
"Indian Institute of
Technology Tirupati","Engineering Physics (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,9589,12605
"Indian Institute of
Technology Tirupati","Engineering Physics (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",17187,17187
"Indian Institute of
Technology Tirupati","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,9340,11509
"Indian Institute of
Technology Tirupati","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",14969,20361
"Indian Institute of
Technology Jammu","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,12943,15048
"Indian Institute of
Technology Jammu","Chemical Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",18930,21759
"Indian Institute of
Technology Jammu","Civil Engineering (4
Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,11454,15583
"Indian Institute of
Technology Dharwad","Mathematics and
Computing (4 Years,
Bachelor of Technology)",AI,OPEN,Gender-Neutral,4677,7381
"Indian Institute of
Technology Dharwad","Mathematics and
Computing (4 Years,
Bachelor of Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",11879,12205
"Indian Institute of
Technology Dharwad","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,Gender-Neutral,10317,13435
"Indian Institute of
Technology Dharwad","Mechanical Engineering
(4 Years, Bachelor of
Technology)",AI,OPEN,"Female-only
(including
Supernumerary)",19074,21591
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,56402,67216
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",52325,52325
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Bio Technology (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,39435,47967
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Bio Technology (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",54448,57854
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,36773,56585
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",38712,51020
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,29363,48460
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",45677,49462
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,23454,30878
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",41224,43899
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Textile Technology (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,67538,80933
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Textile Technology (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",68128,76737
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Textile Technology (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,46988,50863
"Dr. B R Ambedkar
National Institute of
Technology,
Jalandhar","Textile Technology (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",56931,58773
"Malaviya National
Institute of
Technology Jaipur","Architecture (5 Years,
Bachelor of
Architecture)",HS,OPEN,Gender-Neutral,757,2524
"Malaviya National
Institute of
Technology Jaipur","Architecture (5 Years,
Bachelor of
Architecture)",HS,OPEN,"Female-only
(including
Supernumerary)",712,1296
"Malaviya National
Institute of
Technology Jaipur","Architecture (5 Years,
Bachelor of
Architecture)",OS,OPEN,Gender-Neutral,497,926
"Malaviya National
Institute of
Technology Jaipur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",5725,8836
"Malaviya National
Institute of
Technology Jaipur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,1501,4711
"Malaviya National
Institute of
Technology Jaipur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",5097,7220
"Malaviya National
Institute of
Technology Jaipur","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,11057,14001
"Malaviya National
Institute of
Technology Jaipur","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",17031,21644
